Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P0DN81	reviewed	O13C7_HUMAN	Olfactory receptor 13C7	OR13C7 OR13C7P	Homo sapiens (Human)	318
Q8NGS7	reviewed	O13C8_HUMAN	Olfactory receptor 13C8	OR13C8	Homo sapiens (Human)	320
Q8NGT0	reviewed	O13C9_HUMAN	Olfactory receptor 13C9 (Olfactory receptor OR9-13)	OR13C9	Homo sapiens (Human)	318
Q8NGV5	reviewed	O13D1_HUMAN	Olfactory receptor 13D1 (Olfactory receptor OR9-15)	OR13D1	Homo sapiens (Human)	346
Q8NGS4	reviewed	O13F1_HUMAN	Olfactory receptor 13F1 (Olfactory receptor OR9-6)	OR13F1	Homo sapiens (Human)	319
Q8NGZ3	reviewed	O13G1_HUMAN	Olfactory receptor 13G1 (Olfactory receptor OR1-37)	OR13G1	Homo sapiens (Human)	307
Q8NG92	reviewed	O13H1_HUMAN	Olfactory receptor 13H1 (Olfactory receptor ORX-1)	OR13H1	Homo sapiens (Human)	308
Q8NGT2	reviewed	O13J1_HUMAN	Olfactory receptor 13J1 (Olfactory receptor OR9-2)	OR13J1	Homo sapiens (Human)	312
Q8NHC5	reviewed	O14AG_HUMAN	Olfactory receptor 14A16 (Olfactory receptor 5AT1) (Olfactory receptor OR1-45)	OR14A16 OR5AT1	Homo sapiens (Human)	309
Q96R54	reviewed	O14A2_HUMAN	Olfactory receptor 14A2 (Olfactory receptor 5AX1) (Olfactory receptor OR1-31)	OR14A2 OR5AX1 OR5AX1P	Homo sapiens (Human)	314
Q8NHC7	reviewed	O14CZ_HUMAN	Olfactory receptor 14C36 (Olfactory receptor 5BF1) (Olfactory receptor OR1-59)	OR14C36 OR5BF1	Homo sapiens (Human)	312
A6ND48	reviewed	O14I1_HUMAN	Olfactory receptor 14I1 (Olfactory receptor 5BU1)	OR14I1 OR5BU1 OR5BU1P	Homo sapiens (Human)	311
Q9UGF5	reviewed	O14J1_HUMAN	Olfactory receptor 14J1 (Hs6M1-28) (Olfactory receptor 5U1) (Olfactory receptor OR6-25)	OR14J1 OR5U1	Homo sapiens (Human)	321
Q8NGZ2	reviewed	O14K1_HUMAN	Olfactory receptor 14K1 (Olfactory receptor 5AY1) (Olfactory receptor OR1-39)	OR14K1 OR5AY1	Homo sapiens (Human)	314
Q8NHC6	reviewed	O14L1_HUMAN	Olfactory receptor 14L1 (Olfactory receptor 5AV1)	OR14L1 OR14L1P OR5AV1P	Homo sapiens (Human)	325
Q9P1Q5	reviewed	OR1A1_HUMAN	Olfactory receptor 1A1 (Olfactory receptor 17-7) (OR17-7) (Olfactory receptor OR17-11)	OR1A1	Homo sapiens (Human)	309
Q9Y585	reviewed	OR1A2_HUMAN	Olfactory receptor 1A2 (Olfactory receptor 17-6) (OR17-6) (Olfactory receptor OR17-10)	OR1A2	Homo sapiens (Human)	309
Q8NGR6	reviewed	OR1B1_HUMAN	Olfactory receptor 1B1 (Olfactory receptor 9-B) (OR9-B) (Olfactory receptor OR9-26)	OR1B1	Homo sapiens (Human)	318
Q15619	reviewed	OR1C1_HUMAN	Olfactory receptor 1C1 (Olfactory receptor OR1-42) (Olfactory receptor TPCR27)	OR1C1	Homo sapiens (Human)	314
P34982	reviewed	OR1D2_HUMAN	Olfactory receptor 1D2 (Olfactory receptor 17-4) (OR17-4) (Olfactory receptor OR17-6) (Olfactory receptor-like protein HGMP07E)	OR1D2 OLFR1	Homo sapiens (Human)	312
P47884	reviewed	OR1D4_HUMAN	Olfactory receptor 1D4 (Olfactory receptor 17-30) (OR17-30)	OR1D4	Homo sapiens (Human)	311
P58170	reviewed	OR1D5_HUMAN	Olfactory receptor 1D5 (Olfactory receptor 17-31) (OR17-31)	OR1D5	Homo sapiens (Human)	312
P30953	reviewed	OR1E1_HUMAN	Olfactory receptor 1E1 (Olfactory receptor 13-66) (OR13-66) (Olfactory receptor 17-2/17-32) (OR17-2) (OR17-32) (Olfactory receptor 1E5) (Olfactory receptor 1E6) (Olfactory receptor 5-85) (OR5-85) (Olfactory receptor OR17-18) (Olfactory receptor-like protein HGMP07I)	OR1E1 OR1E5 OR1E6 OR1E9P	Homo sapiens (Human)	314
P47887	reviewed	OR1E2_HUMAN	Olfactory receptor 1E2 (Olfactory receptor 17-93/17-135/17-136) (OR17-135) (OR17-136) (OR17-93) (Olfactory receptor 1E4)	OR1E2 OR1E4	Homo sapiens (Human)	323
Q8WZA6	reviewed	OR1E3_HUMAN	Olfactory receptor 1E3 (Olfactory receptor 17-210) (OR17-210) (Olfactory receptor OR17-7)	OR1E3 OR1E3P	Homo sapiens (Human)	343
O43749	reviewed	OR1F1_HUMAN	Olfactory receptor 1F1 (Olfactory receptor 16-35) (OR16-35) (Olfactory receptor 1F10) (Olfactory receptor 1F4) (Olfactory receptor 1F5) (Olfactory receptor 1F6) (Olfactory receptor 1F7) (Olfactory receptor 1F8) (Olfactory receptor 1F9) (Olfactory receptor OR16-4)	OR1F1 OLFMF OR1F10 OR1F4 OR1F5 OR1F6 OR1F7 OR1F8 OR1F9	Homo sapiens (Human)	312
Q8NHA8	reviewed	OR1FC_HUMAN	Putative olfactory receptor 1F12P (Hs6M1-35P)	OR1F12P OR1F12	Homo sapiens (Human)	337
Q96R84	reviewed	OR1F2_HUMAN	Putative olfactory receptor 1F2 (OLFmf2)	OR1F2P OR1F2	Homo sapiens (Human)	312
P47890	reviewed	OR1G1_HUMAN	Olfactory receptor 1G1 (Olfactory receptor 17-209) (OR17-209) (Olfactory receptor 1G2) (Olfactory receptor OR17-8)	OR1G1 OR1G2	Homo sapiens (Human)	313
O60431	reviewed	OR1I1_HUMAN	Olfactory receptor 1I1 (Olfactory receptor 19-20) (OR19-20)	OR1I1	Homo sapiens (Human)	355
Q8NGS3	reviewed	OR1J1_HUMAN	Olfactory receptor 1J1 (Olfactory receptor OR9-18)	OR1J1	Homo sapiens (Human)	322
Q8NGS2	reviewed	OR1J2_HUMAN	Olfactory receptor 1J2 (HSA5) (HTPCRX15) (OST044) (Olfactory receptor 1J3) (Olfactory receptor 1J5) (Olfactory receptor OR9-19)	OR1J2 OR1J3 OR1J5	Homo sapiens (Human)	313
Q8NGS1	reviewed	OR1J4_HUMAN	Olfactory receptor 1J4 (HTPCRX01) (Olfactory receptor OR9-21)	OR1J4	Homo sapiens (Human)	313
Q8NGR3	reviewed	OR1K1_HUMAN	Olfactory receptor 1K1	OR1K1	Homo sapiens (Human)	316
Q8NH94	reviewed	OR1L1_HUMAN	Olfactory receptor 1L1 (Olfactory receptor 1L2) (Olfactory receptor 9-C) (OR9-C) (Olfactory receptor OR9-27)	OR1L1 OR1L2	Homo sapiens (Human)	360
Q8NH93	reviewed	OR1L3_HUMAN	Olfactory receptor 1L3 (Olfactory receptor 9-D) (OR9-D) (Olfactory receptor OR9-28)	OR1L3	Homo sapiens (Human)	324
Q8NGR5	reviewed	OR1L4_HUMAN	Olfactory receptor 1L4 (OST046) (Olfactory receptor 1L5) (Olfactory receptor 9-E) (OR9-E) (Olfactory receptor OR9-29)	OR1L4 OR1L5	Homo sapiens (Human)	311
Q8NGR2	reviewed	OR1L6_HUMAN	Olfactory receptor 1L6 (Olfactory receptor 1L7) (Olfactory receptor OR9-30)	OR1L6 OR1L7	Homo sapiens (Human)	347
Q8NGR8	reviewed	OR1L8_HUMAN	Olfactory receptor 1L8 (Olfactory receptor OR9-24)	OR1L8	Homo sapiens (Human)	309
Q8NGA1	reviewed	OR1M1_HUMAN	Olfactory receptor 1M1 (Olfactory receptor 19-6) (OR19-6) (Olfactory receptor OR19-5)	OR1M1	Homo sapiens (Human)	313
Q8NGS0	reviewed	OR1N1_HUMAN	Olfactory receptor 1N1 (Olfactory receptor 1-26) (OR1-26) (Olfactory receptor 1N3) (Olfactory receptor OR9-22)	OR1N1 OR1N3	Homo sapiens (Human)	311
Q8NGR9	reviewed	OR1N2_HUMAN	Olfactory receptor 1N2 (Olfactory receptor OR9-23)	OR1N2	Homo sapiens (Human)	316
Q8NH06	reviewed	OR1P1_HUMAN	Olfactory receptor 1P1 (Olfactory receptor 17-208) (OR17-208) (Olfactory receptor OR17-9)	OR1P1 OR1P1P	Homo sapiens (Human)	330
Q15612	reviewed	OR1Q1_HUMAN	Olfactory receptor 1Q1 (OST226) (Olfactory receptor 1Q2) (Olfactory receptor 1Q3) (Olfactory receptor 9-A) (OR9-A) (Olfactory receptor OR9-25) (Olfactory receptor TPCR106)	OR1Q1 OR1Q2 OR1Q3	Homo sapiens (Human)	314
Q8NH92	reviewed	OR1S1_HUMAN	Olfactory receptor 1S1 (Olfactory receptor OR11-232)	OR1S1	Homo sapiens (Human)	325
Q8NGQ3	reviewed	OR1S2_HUMAN	Olfactory receptor 1S2 (Olfactory receptor OR11-231)	OR1S2	Homo sapiens (Human)	325
Q8NGT9	reviewed	OR2A1_HUMAN	Olfactory receptor 2A1/2A42 (Olfactory receptor OR7-16) (Olfactory receptor OR7-19)	OR2A1; OR2A42	Homo sapiens (Human)	310
Q8NGT7	reviewed	O2A12_HUMAN	Olfactory receptor 2A12 (Olfactory receptor OR7-10)	OR2A12 OR2A12P	Homo sapiens (Human)	310
Q96R47	reviewed	O2A14_HUMAN	Olfactory receptor 2A14 (OST182) (Olfactory receptor 2A6) (Olfactory receptor OR7-12)	OR2A14 OR2A14P OR2A6	Homo sapiens (Human)	310
Q6IF42	reviewed	OR2A2_HUMAN	Olfactory receptor 2A2 (Olfactory receptor 2A17) (Olfactory receptor OR7-11)	OR2A2 OR2A17P OR2A2P	Homo sapiens (Human)	318
A4D2G3	reviewed	O2A25_HUMAN	Olfactory receptor 2A25 (Olfactory receptor 2A27)	OR2A25 OR2A25P OR2A27	Homo sapiens (Human)	310
O95047	reviewed	OR2A4_HUMAN	Olfactory receptor 2A4 (Olfactory receptor 2A10) (Olfactory receptor OR6-37)	OR2A4 OR2A10	Homo sapiens (Human)	310
Q96R48	reviewed	OR2A5_HUMAN	Olfactory receptor 2A5 (Olfactory receptor 2A26) (Olfactory receptor 2A8) (Olfactory receptor 7-138/7-141) (OR7-138) (OR7-141)	OR2A5 OR2A26 OR2A8	Homo sapiens (Human)	311
Q96R45	reviewed	OR2A7_HUMAN	Olfactory receptor 2A7 (Olfactory receptor OR7-18)	OR2A7	Homo sapiens (Human)	310
Q8NHA4	reviewed	O2AE1_HUMAN	Olfactory receptor 2AE1 (Olfactory receptor 2AE2)	OR2AE1 OR2AE2	Homo sapiens (Human)	323
Q9H205	reviewed	O2AG1_HUMAN	Olfactory receptor 2AG1 (HT3) (Olfactory receptor 2AG3) (Olfactory receptor OR11-79)	OR2AG1 OR2AG3	Homo sapiens (Human)	316
A6NM03	reviewed	O2AG2_HUMAN	Olfactory receptor 2AG2	OR2AG2 OR2AG2P	Homo sapiens (Human)	316
Q8NGZ0	reviewed	O2AJ1_HUMAN	Olfactory receptor 2AJ1	OR2AJ1 OR2AJ1P	Homo sapiens (Human)	328
Q8NG84	reviewed	O2AK2_HUMAN	Olfactory receptor 2AK2 (Olfactory receptor 2AK1) (Olfactory receptor OR1-47)	OR2AK2 OR2AK1P	Homo sapiens (Human)	335
Q8NGE2	reviewed	O2AP1_HUMAN	Olfactory receptor 2AP1 (Olfactory receptor OR12-9)	OR2AP1 OR2AP1P	Homo sapiens (Human)	309
A6NND4	reviewed	O2AT4_HUMAN	Olfactory receptor 2AT4 (Olfactory receptor OR11-265)	OR2AT4	Homo sapiens (Human)	320
Q5JQS5	reviewed	OR2BB_HUMAN	Olfactory receptor 2B11	OR2B11	Homo sapiens (Human)	317
Q9GZK3	reviewed	OR2B2_HUMAN	Olfactory receptor 2B2 (Hs6M1-10) (Olfactory receptor 2B9) (Olfactory receptor 6-1) (OR6-1)	OR2B2 OR2B9	Homo sapiens (Human)	357
O76000	reviewed	OR2B3_HUMAN	Putative olfactory receptor 2B3 (Hs6M1-1) (Olfactory receptor OR6-14) (OR6-4) (Olfactory receptor 6-4)	OR2B3 OR2B3P	Homo sapiens (Human)	313
P58173	reviewed	OR2B6_HUMAN	Olfactory receptor 2B6 (Hs6M1-32) (Olfactory receptor 2B1) (Olfactory receptor 2B5) (Olfactory receptor 5-40) (OR5-40) (Olfactory receptor 6-31) (OR6-31) (Olfactory receptor OR6-4)	OR2B6 OR2B1 OR2B1P OR2B5 OR2B6P	Homo sapiens (Human)	313
P59922	reviewed	OR2B8_HUMAN	Putative olfactory receptor 2B8 (Hs6M1-29P)	OR2B8P OR2B8	Homo sapiens (Human)	312
O95371	reviewed	OR2C1_HUMAN	Olfactory receptor 2C1 (OLFmf3) (Olfactory receptor 2C2) (Olfactory receptor OR16-1) (Olfactory receptor OR16-2)	OR2C1 OR2C2P	Homo sapiens (Human)	312
Q8N628	reviewed	OR2C3_HUMAN	Olfactory receptor 2C3 (Olfactory receptor 2C4) (Olfactory receptor 2C5) (Olfactory receptor OR1-30)	OR2C3 OR2C4 OR2C5P	Homo sapiens (Human)	320
Q9H210	reviewed	OR2D2_HUMAN	Olfactory receptor 2D2 (HB2) (Olfactory receptor 11-610) (OR11-610) (Olfactory receptor 2D1) (Olfactory receptor OR11-88)	OR2D2 OR2D1	Homo sapiens (Human)	308
Q8NGH3	reviewed	OR2D3_HUMAN	Olfactory receptor 2D3 (Olfactory receptor OR11-89)	OR2D3	Homo sapiens (Human)	330
Q13607	reviewed	OR2F1_HUMAN	Olfactory receptor 2F1 (Olfactory receptor 2F3) (Olfactory receptor 2F4) (Olfactory receptor 2F5) (Olfactory receptor-like protein OLF3)	OR2F1 OLF3 OR2F3 OR2F3P OR2F4 OR2F5	Homo sapiens (Human)	317
O95006	reviewed	OR2F2_HUMAN	Olfactory receptor 2F2 (Olfactory receptor 7-1) (OR7-1) (Olfactory receptor OR7-6)	OR2F2	Homo sapiens (Human)	317
Q8NGZ5	reviewed	OR2G2_HUMAN	Olfactory receptor 2G2 (Olfactory receptor OR1-32)	OR2G2	Homo sapiens (Human)	317
Q8NGZ4	reviewed	OR2G3_HUMAN	Olfactory receptor 2G3 (Olfactory receptor OR1-33)	OR2G3	Homo sapiens (Human)	309
Q5TZ20	reviewed	OR2G6_HUMAN	Olfactory receptor 2G6	OR2G6	Homo sapiens (Human)	316
Q9GZK4	reviewed	OR2H1_HUMAN	Olfactory receptor 2H1 (Hs6M1-16) (OLFR42A-9004.14/9026.2) (Olfactory receptor 2H6) (Olfactory receptor 2H8) (Olfactory receptor 6-2) (OR6-2) (Olfactory receptor OR6-32)	OR2H1 OR2H6 OR2H8	Homo sapiens (Human)	316
O95918	reviewed	OR2H2_HUMAN	Olfactory receptor 2H2 (Hs6M1-12) (Olfactory receptor 2H3) (Olfactory receptor-like protein FAT11)	OR2H2 FAT11 OLFR2 OR2H3	Homo sapiens (Human)	312
Q8NGU4	reviewed	OR2I1_HUMAN	Putative olfactory receptor 2I1 (Putative olfactory receptor 2I2) (Putative olfactory receptor 2I3) (Putative olfactory receptor 2I4)	OR2I1P OR2I2 OR2I3P OR2I4P	Homo sapiens (Human)	316
Q9GZK6	reviewed	OR2J1_HUMAN	Olfactory receptor 2J1 (Hs6M1-4) (Olfactory receptor 6-5) (OR6-5)	OR2J1 OR2J1P	Homo sapiens (Human)	312
O76002	reviewed	OR2J2_HUMAN	Olfactory receptor 2J2 (Hs6M1-6) (Olfactory receptor 6-8) (OR6-8) (Olfactory receptor OR6-19)	OR2J2	Homo sapiens (Human)	312
O76001	reviewed	OR2J3_HUMAN	Olfactory receptor 2J3 (Hs6M1-3) (Olfactory receptor OR6-16) (OR6-6) (Olfactory receptor 6-6)	OR2J3	Homo sapiens (Human)	311
Q8NGT1	reviewed	OR2K2_HUMAN	Olfactory receptor 2K2 (HTPCRH06) (Olfactory receptor OR9-17)	OR2K2 OR2AR1P	Homo sapiens (Human)	316
Q8N349	reviewed	OR2LD_HUMAN	Olfactory receptor 2L13 (Olfactory receptor 2L14)	OR2L13 OR2L14	Homo sapiens (Human)	312
Q8NH16	reviewed	OR2L2_HUMAN	Olfactory receptor 2L2 (HTPCRH07) (Olfactory receptor 2L12) (Olfactory receptor 2L4)	OR2L2 OR2L12 OR2L4P	Homo sapiens (Human)	312
Q8NG85	reviewed	OR2L3_HUMAN	Olfactory receptor 2L3	OR2L3	Homo sapiens (Human)	312
Q8NG80	reviewed	OR2L5_HUMAN	Olfactory receptor 2L5 (Olfactory receptor 2L11) (Olfactory receptor OR1-53)	OR2L5 OR2L11	Homo sapiens (Human)	312
Q8NGY9	reviewed	OR2L8_HUMAN	Olfactory receptor 2L8 (Olfactory receptor OR1-46)	OR2L8	Homo sapiens (Human)	312
Q96R28	reviewed	OR2M2_HUMAN	Olfactory receptor 2M2 (OST423)	OR2M2	Homo sapiens (Human)	347
Q8NG83	reviewed	OR2M3_HUMAN	Olfactory receptor 2M3 (Olfactory receptor 2M6) (Olfactory receptor OR1-54)	OR2M3 OR2M3P OR2M6	Homo sapiens (Human)	312
Q96R27	reviewed	OR2M4_HUMAN	Olfactory receptor 2M4 (HTPCRX18) (OST710) (Olfactory receptor OR1-55) (Olfactory receptor TPCR100)	OR2M4	Homo sapiens (Human)	311
A3KFT3	reviewed	OR2M5_HUMAN	Olfactory receptor 2M5	OR2M5 OR2M5P	Homo sapiens (Human)	312
Q8NG81	reviewed	OR2M7_HUMAN	Olfactory receptor 2M7 (Olfactory receptor OR1-58)	OR2M7	Homo sapiens (Human)	312
Q9NQN1	reviewed	OR2S1_HUMAN	Olfactory receptor 2S2 (Olfactory receptor OR9-3)	OR2S2	Homo sapiens (Human)	319
O43869	reviewed	OR2T1_HUMAN	Olfactory receptor 2T1 (Olfactory receptor 1-25) (OR1-25) (Olfactory receptor OR1-61)	OR2T1	Homo sapiens (Human)	369
Q8NGZ9	reviewed	O2T10_HUMAN	Olfactory receptor 2T10 (Olfactory receptor OR1-64)	OR2T10	Homo sapiens (Human)	312
Q8NH01	reviewed	O2T11_HUMAN	Olfactory receptor 2T11 (Olfactory receptor OR1-65)	OR2T11	Homo sapiens (Human)	316
Q8NG77	reviewed	O2T12_HUMAN	Olfactory receptor 2T12 (Olfactory receptor OR1-57)	OR2T12	Homo sapiens (Human)	320
Q6IF00	reviewed	OR2T2_HUMAN	Olfactory receptor 2T2 (Olfactory receptor OR1-43)	OR2T2 OR2T2P	Homo sapiens (Human)	324
Q8NH04	reviewed	O2T27_HUMAN	Olfactory receptor 2T27 (Olfactory receptor OR1-67)	OR2T27	Homo sapiens (Human)	317
Q8NH02	reviewed	O2T29_HUMAN	Olfactory receptor 2T29	OR2T29	Homo sapiens (Human)	315
Q8NH03	reviewed	OR2T3_HUMAN	Olfactory receptor 2T3	OR2T3	Homo sapiens (Human)	318
Q8NG76	reviewed	O2T33_HUMAN	Olfactory receptor 2T33 (Olfactory receptor OR1-56)	OR2T33	Homo sapiens (Human)	320
Q8NGX1	reviewed	O2T34_HUMAN	Olfactory receptor 2T34 (Olfactory receptor OR1-63)	OR2T34	Homo sapiens (Human)	318
Q8NGX2	reviewed	O2T35_HUMAN	Olfactory receptor 2T35 (Olfactory receptor OR1-66)	OR2T35	Homo sapiens (Human)	323
Q8NH00	reviewed	OR2T4_HUMAN	Olfactory receptor 2T4 (Olfactory receptor OR1-60)	OR2T4	Homo sapiens (Human)	348
Q6IEZ7	reviewed	OR2T5_HUMAN	Olfactory receptor 2T5 (Olfactory receptor OR1-62)	OR2T5	Homo sapiens (Human)	315
Q8NHC8	reviewed	OR2T6_HUMAN	Olfactory receptor 2T6 (OST703) (Olfactory receptor 2T9)	OR2T6 OR2T6P OR2T9	Homo sapiens (Human)	308
P0C7T2	reviewed	OR2T7_HUMAN	Olfactory receptor 2T7 (OST723) (olfactory receptor OR1-44)	OR2T7 OR2T7P	Homo sapiens (Human)	308
A6NH00	reviewed	OR2T8_HUMAN	Olfactory receptor 2T8	OR2T8 OR2T8P	Homo sapiens (Human)	312
Q8NHB1	reviewed	OR2V1_HUMAN	Olfactory receptor 2V1	OR2V1	Homo sapiens (Human)	315
Q96R30	reviewed	OR2V2_HUMAN	Olfactory receptor 2V2 (Olfactory receptor 2V3) (Olfactory receptor OR5-3)	OR2V2 OR2V3	Homo sapiens (Human)	315
Q9Y3N9	reviewed	OR2W1_HUMAN	Olfactory receptor 2W1 (Hs6M1-15) (Olfactory receptor OR6-13)	OR2W1	Homo sapiens (Human)	320
Q7Z3T1	reviewed	OR2W3_HUMAN	Olfactory receptor 2W3 (Olfactory receptor 2W8) (Olfactory receptor OR1-49)	OR2W3 OR2W3P OR2W8P	Homo sapiens (Human)	314
A6NFC9	reviewed	OR2W5_HUMAN	Putative olfactory receptor 2W5 pseudogene	OR2W5P OR2W5	Homo sapiens (Human)	320
Q8NHA6	reviewed	OR2W6_HUMAN	Putative olfactory receptor 2W6 (Olfactory receptor OR6-3) (Putative olfactory receptor 2W7)	OR2W6P OR2W7P	Homo sapiens (Human)	318
Q8NGV0	reviewed	OR2Y1_HUMAN	Olfactory receptor 2Y1 (Olfactory receptor OR5-2)	OR2Y1	Homo sapiens (Human)	311
Q8NG97	reviewed	OR2Z1_HUMAN	Olfactory receptor 2Z1 (Olfactory receptor 2Z2) (Olfactory receptor OR19-4)	OR2Z1 OR2Z2	Homo sapiens (Human)	314
P47881	reviewed	OR3A1_HUMAN	Olfactory receptor 3A1 (Olfactory receptor 17-40) (OR17-40) (Olfactory receptor OR17-15)	OR3A1 OLFRA03	Homo sapiens (Human)	315
P47893	reviewed	OR3A2_HUMAN	Olfactory receptor 3A2 (Olfactory receptor 17-228) (OR17-228) (Olfactory receptor OR17-14)	OR3A2 OLFRA04	Homo sapiens (Human)	321
P47888	reviewed	OR3A3_HUMAN	Olfactory receptor 3A3 (Olfactory receptor 17-201) (OR17-201) (Olfactory receptor 3A6) (Olfactory receptor 3A7) (Olfactory receptor 3A8) (Olfactory receptor OR17-22)	OR3A3 OR3A6 OR3A7 OR3A8P	Homo sapiens (Human)	321
P47883	reviewed	OR3A4_HUMAN	Putative olfactory receptor 3A4 (Olfactory receptor 17-24) (OR17-24) (Olfactory receptor 3A5)	OR3A4P OR3A4 OR3A5P	Homo sapiens (Human)	348
Q8NGL6	reviewed	O4A15_HUMAN	Olfactory receptor 4A15 (Olfactory receptor OR11-118)	OR4A15	Homo sapiens (Human)	344
Q8NH70	reviewed	O4A16_HUMAN	Olfactory receptor 4A16 (Olfactory receptor OR11-117)	OR4A16	Homo sapiens (Human)	328
Q6IF82	reviewed	O4A47_HUMAN	Olfactory receptor 4A47 (Olfactory receptor OR11-113)	OR4A47	Homo sapiens (Human)	309
Q8NGN8	reviewed	OR4A4_HUMAN	Putative olfactory receptor 4A4 (Olfactory receptor OR11-107)	OR4A4P	Homo sapiens (Human)	299
Q8NH83	reviewed	OR4A5_HUMAN	Olfactory receptor 4A5 (Olfactory receptor OR11-111)	OR4A5	Homo sapiens (Human)	315
P0C604	reviewed	OR4A8_HUMAN	Olfactory receptor 4A8 (Olfactory receptor OR11-110)	OR4A8 OR4A8P	Homo sapiens (Human)	315
Q8NGF8	reviewed	OR4B1_HUMAN	Olfactory receptor 4B1 (OST208) (Olfactory receptor OR11-106)	OR4B1	Homo sapiens (Human)	309
Q6IEV9	reviewed	OR4CB_HUMAN	Olfactory receptor 4C11 (Olfactory receptor OR11-136)	OR4C11 OR4C11P	Homo sapiens (Human)	310
Q96R67	reviewed	OR4CC_HUMAN	Olfactory receptor 4C12 (Olfactory receptor OR11-259)	OR4C12	Homo sapiens (Human)	309
Q8NGP0	reviewed	OR4CD_HUMAN	Olfactory receptor 4C13 (Olfactory receptor OR11-260)	OR4C13	Homo sapiens (Human)	309
Q8NGM1	reviewed	OR4CF_HUMAN	Olfactory receptor 4C15 (Olfactory receptor OR11-127) (Olfactory receptor OR11-134)	OR4C15	Homo sapiens (Human)	316
Q8NGL9	reviewed	OR4CG_HUMAN	Olfactory receptor 4C16 (Olfactory receptor OR11-135)	OR4C16	Homo sapiens (Human)	310
Q8NH37	reviewed	OR4C3_HUMAN	Olfactory receptor 4C3 (Olfactory receptor OR11-98)	OR4C3	Homo sapiens (Human)	302
A6NMZ5	reviewed	O4C45_HUMAN	Olfactory receptor 4C45	OR4C45	Homo sapiens (Human)	306
A6NHA9	reviewed	O4C46_HUMAN	Olfactory receptor 4C46	OR4C46	Homo sapiens (Human)	309
Q8NGB2	reviewed	OR4C5_HUMAN	Olfactory receptor 4C5 (Olfactory receptor OR11-99)	OR4C5	Homo sapiens (Human)	326
Q8NH72	reviewed	OR4C6_HUMAN	Olfactory receptor 4C6 (Olfactory receptor OR11-138)	OR4C6	Homo sapiens (Human)	309
Q15615	reviewed	OR4D1_HUMAN	Olfactory receptor 4D1 (Olfactory receptor 4D3) (Olfactory receptor TPCR16)	OR4D1 OR4D3	Homo sapiens (Human)	310
Q8NGI6	reviewed	OR4DA_HUMAN	Olfactory receptor 4D10 (Olfactory receptor OR11-251)	OR4D10 OR4D10P	Homo sapiens (Human)	311
Q8NGI4	reviewed	OR4DB_HUMAN	Olfactory receptor 4D11	OR4D11 OR4D11P	Homo sapiens (Human)	311
P58180	reviewed	OR4D2_HUMAN	Olfactory receptor 4D2 (B-lymphocyte membrane protein BC2009) (Olfactory receptor OR17-24)	OR4D2	Homo sapiens (Human)	307
Q8NGN0	reviewed	OR4D5_HUMAN	Olfactory receptor 4D5 (Olfactory receptor OR11-276)	OR4D5	Homo sapiens (Human)	318
Q8NGJ1	reviewed	OR4D6_HUMAN	Olfactory receptor 4D6 (Olfactory receptor OR11-250)	OR4D6	Homo sapiens (Human)	314
Q8NGE8	reviewed	OR4D9_HUMAN	Olfactory receptor 4D9 (Olfactory receptor OR11-253)	OR4D9	Homo sapiens (Human)	314
P0C645	reviewed	OR4E1_HUMAN	Olfactory receptor 4E1 (Olfactory receptor OR14-43)	OR4E1 OR4E1P	Homo sapiens (Human)	315
Q8NGC2	reviewed	OR4E2_HUMAN	Olfactory receptor 4E2 (Olfactory receptor OR14-42)	OR4E2	Homo sapiens (Human)	313
Q8NGB8	reviewed	O4F15_HUMAN	Olfactory receptor 4F15 (Olfactory receptor OR15-14)	OR4F15	Homo sapiens (Human)	312
Q8NGA8	reviewed	O4F17_HUMAN	Olfactory receptor 4F17 (Olfactory receptor 4F11) (Olfactory receptor 4F18) (Olfactory receptor 4F19)	OR4F17 OR4F11P OR4F18 OR4F19	Homo sapiens (Human)	305
O95013	reviewed	O4F21_HUMAN	Olfactory receptor 4F21	OR4F21 OR4F21P	Homo sapiens (Human)	312
Q6IEY1	reviewed	OR4F3_HUMAN	Olfactory receptor 4F3/4F16/4F29 (Olfactory receptor OR1-1)	OR4F3; OR4F16; OR4F29	Homo sapiens (Human)	312
Q96R69	reviewed	OR4F4_HUMAN	Olfactory receptor 4F4 (HS14a-1-A) (Olfactory receptor OR19-3)	OR4F4	Homo sapiens (Human)	305
Q8NH21	reviewed	OR4F5_HUMAN	Olfactory receptor 4F5	OR4F5	Homo sapiens (Human)	305
Q8NGB9	reviewed	OR4F6_HUMAN	Olfactory receptor 4F6 (Olfactory receptor 4F12) (Olfactory receptor OR15-15)	OR4F6 OR4F12	Homo sapiens (Human)	312
Q8NGD4	reviewed	OR4K1_HUMAN	Olfactory receptor 4K1 (Olfactory receptor OR14-19)	OR4K1	Homo sapiens (Human)	311
Q8NH42	reviewed	OR4KD_HUMAN	Olfactory receptor 4K13 (Olfactory receptor OR14-27)	OR4K13	Homo sapiens (Human)	304
Q8NGD5	reviewed	OR4KE_HUMAN	Olfactory receptor 4K14 (Olfactory receptor OR14-22)	OR4K14	Homo sapiens (Human)	310
Q8NH41	reviewed	OR4KF_HUMAN	Olfactory receptor 4K15 (Olfactory receptor OR14-20)	OR4K15	Homo sapiens (Human)	324
